iter	Logloss
0	0.4097836819
1	0.2226464616
2	0.1284257313
3	0.0732089005
4	0.04429805157
5	0.02814837133
6	0.01887126051
7	0.0134393612
8	0.01006093943
9	0.007877581022
10	0.006447210346
11	0.005441022074
12	0.004749018934
13	0.004254484825
14	0.003872425024
15	0.003596765473
16	0.003388324657
17	0.003195598622
18	0.003052757987
19	0.002951852014
20	0.002885497222
21	0.002811093541
22	0.00275237544
23	0.002710004301
24	0.002679502195
25	0.002654145117
26	0.002628102016
27	0.002592843609
28	0.002579519513
29	0.002554567834
30	0.002522837196
31	0.0025108697
32	0.002496612844
33	0.002471438627
34	0.002446066034
35	0.002429822674
36	0.002400207885
37	0.002384108146
38	0.002368467481
39	0.00235919903
40	0.002346024875
41	0.002321468512
42	0.002290746205
43	0.002271489027
44	0.002253894027
45	0.002213307234
46	0.00217609274
47	0.002169161141
48	0.002158161933
49	0.002146780141
50	0.002138752402
51	0.002119353294
52	0.002113781643
53	0.002088302685
54	0.002074419954
55	0.002062359627
56	0.002057395831
57	0.002033303167
58	0.002026036165
59	0.002013841823
60	0.002005440243
61	0.001995492808
62	0.001991062694
63	0.001986058702
64	0.001976782865
65	0.001963100202
66	0.00195629147
67	0.001927568219
68	0.001919518185
69	0.00190769108
70	0.001899879299
71	0.001893282952
72	0.001887518369
73	0.001882061589
74	0.001877041112
75	0.001866761324
76	0.00186029997
77	0.001851146272
78	0.001846108433
79	0.001842655198
80	0.001832605865
81	0.001825055147
82	0.001820095869
83	0.001801027109
84	0.001792927352
85	0.001783840378
86	0.0017799688
87	0.001774085839
88	0.001766014071
89	0.001760127286
90	0.001751346819
91	0.001734080145
92	0.001726665401
93	0.001706723402
94	0.001698749762
95	0.001691632072
96	0.001676815708
97	0.001659478162
98	0.001652798442
99	0.001648303046
100	0.001638251935
101	0.001632081564
102	0.001622897612
103	0.001615503061
104	0.001606849285
105	0.001593823805
106	0.001587674058
107	0.001572746028
108	0.001563677662
109	0.001556910915
110	0.001554284567
111	0.001551333469
112	0.001544969325
113	0.001536029796
114	0.001532117871
115	0.001527287318
116	0.00152275399
117	0.001515961445
118	0.001514150149
119	0.001509187803
120	0.001504970777
121	0.001499623058
122	0.001494628935
123	0.001488649945
124	0.00148470258
125	0.001482249915
126	0.001473448567
127	0.001467376523
128	0.001463894589
129	0.001460308397
130	0.001454412771
131	0.00144231992
132	0.001428791357
133	0.001414241469
134	0.001404596667
135	0.001398551689
136	0.001395132705
137	0.001391815858
138	0.00138841703
139	0.001386940074
140	0.001378952307
141	0.001376220175
142	0.001360764845
143	0.001353007451
144	0.001350630776
145	0.001345447479
146	0.001339487738
147	0.001332138346
148	0.001319923593
149	0.001316241857
150	0.001312719226
151	0.001306331698
152	0.001303544181
153	0.001293781039
154	0.001286556937
155	0.001285527876
156	0.001283815929
157	0.001277694399
158	0.001270505582
159	0.001268882161
160	0.00126768885
161	0.001260888676
162	0.001259416736
163	0.00125289582
164	0.001246779573
165	0.001245203542
166	0.001244101809
167	0.001234710084
168	0.001229417528
169	0.001228460977
170	0.001220012263
171	0.001215754796
172	0.001207331108
173	0.001206263969
174	0.001205274434
175	0.001202822112
176	0.001200190293
177	0.001195028852
178	0.001187188709
179	0.001177003728
180	0.001176279555
181	0.001169023759
182	0.00116500322
183	0.001158267878
184	0.001152950394
185	0.00114821077
186	0.001145984666
187	0.001143993511
188	0.001141013057
189	0.001138191826
190	0.001130199773
191	0.001127127422
192	0.001121531417
193	0.001115297608
194	0.001113069999
195	0.001110422128
196	0.001106724323
197	0.001105997081
198	0.001103097272
199	0.001101509218
200	0.001098285081
201	0.00109421823
202	0.001093603075
203	0.001088067906
204	0.001083516708
205	0.00108077022
206	0.001073775582
207	0.001072700531
208	0.001070896506
209	0.001070335891
210	0.001065507088
211	0.001060464308
212	0.001059963096
213	0.001058595569
214	0.001056891326
215	0.001056400371
216	0.001053689686
217	0.001050728408
218	0.001043839475
219	0.001041778685
220	0.001038215695
221	0.001029574205
222	0.001027289764
223	0.001024961613
224	0.001021303174
225	0.001019837626
226	0.001017569623
227	0.001014018781
228	0.001011331356
229	0.001007607592
230	0.001005520855
231	0.0009978405907
232	0.0009944931755
233	0.0009926358817
234	0.0009903065863
235	0.000985574421
236	0.0009814264996
237	0.0009797575361
238	0.0009760739958
239	0.0009723663677
240	0.0009699924485
241	0.0009677800466
242	0.0009667401143
243	0.0009609462653
244	0.0009582154203
245	0.000956058915
246	0.0009496892893
247	0.0009449970645
248	0.000941580227
249	0.0009395583152
250	0.0009383191465
251	0.0009352798317
252	0.0009300663655
253	0.0009261635252
254	0.0009238263161
255	0.0009217017563
256	0.0009186020688
257	0.0009137847541
